"x1","x2"
-0.109668928725822,-0.0748093485000827
0.14830002552346,-0.112366149706947
0.284109063985973,-0.0363632195619353
-0.0208666247370472,0.453624218295146
-0.0750072087141953,-0.0674004374440879
0.437245797478335,0.102918021267534
0.343041512308634,0.324692718753676
0.0452830505194456,-0.327281035158663
-0.144433337301557,0.279437168489869
-0.0179634080988873,-0.0251336780843072
-0.0153621158484678,0.101835095978229
-0.0877013302573039,-0.0100771219599415
0.26912686756953,-0.213473246824171
0.0801591694023196,-0.174523420053398
0.308845387572774,0.229735673245083
0.0204246805088299,0.248010012538128
-0.350444139247698,-0.0770258795331384
0.299482564072025,0.395322171219008
0.0629213326642663,-0.179297491052374
-0.299673171499385,-0.247590909206591
-0.0239550891094407,0.466738278877945
0.00293635266691418,-0.106030609575991
0.0319895040277664,-0.324262773045559
0.0556535940280884,0.0290464800315052
-0.133549042779103,0.00404655675637837
0.055146479711264,-0.1850132127462
-0.000469493348713935,-0.00667868486470702
0.184431863528495,0.050398662119674
0.430941706999886,0.0581359351048955
-0.0962809486260913,-0.140318704448971
-0.109257401686931,-0.214856067193278
0.139551682226677,0.265320792140611
0.0546490240152292,0.24064338680932
-0.0727728989060103,-0.0580805815538745
-0.179389402015681,0.372768151174616
-0.193202482583347,-0.272735670092887
-0.148276941792274,-0.368399494603957
-0.00878709894346646,-0.0532516993589132
-0.0338380615065856,0.360269855730516
-0.00986987453056774,-0.205400218345558
-0.374411704147932,-0.168238165267815
-0.192691903019722,-0.259887579767114
0.390509317802587,0.0273569054516971
0.276154266702575,-0.0141813779452548
-0.262624824549993,-0.0343352579907907
0.115883384780522,-0.377282197113186
0.0103983418221447,0.00528779140425689
-0.238563687870721,-0.00494980537217056
0.224397659314753,0.289338112690571
-0.26046665091465,0.228312014791188
-0.157527773497799,-0.179485727675068
-0.151345918940755,-0.403131310575623
0.192758735217481,-0.104049694074046
0.0355257057957259,-0.117129633049116
-9.79155419941378e-05,-0.0353393879244694
0.0451144369742345,0.020930046138697
-0.0292710938845218,-0.155403189329809
0.118127651218119,0.230848939259395
0.325981752079654,-0.057433244830673
0.197854092542694,0.0472383145979689
0.445576149112528,-0.0989823651726667
-0.089907188774265,0.11604926768721
0.0760729048842216,-0.216560034168514
-0.163256481252919,0.0311267760292208
-0.221851347784759,0.23809676753838
0.0669747677167016,-0.11026125916306
0.0933799748362701,0.220298817430716
0.329198940281897,-0.196051188988287
-0.0415507648596441,-0.00692239732433919
0.373001249863445,-0.228947429128893
-0.123888326231044,-0.115733732845118
-0.353510416202679,0.226264029437122
-0.13620796020466,0.107213581185906
0.105275978581602,-0.129492835480995
0.162502867813238,-0.174127669034149
-0.272429752484297,0.353251323539632
-0.340339161757967,-0.266345518258413
-0.194688504691076,-0.010924611928592
-0.23879776014333,-0.306647186453495
-0.27474231647353,0.393971310736584
0.209177502646391,-0.0589660013278114
0.332267661547817,0.128520398908337
-0.130887368803743,0.151219610087814
-0.0034131178184298,-0.162640266569192
-0.264188029936029,0.271108690870694
0.0940390122675539,0.0377849407261424
-0.355099880840053,0.0180948304543435
-0.0600665787632915,-0.00970757572757749
-0.0425021008543576,0.115150875135562
-0.0211317008818183,-0.0684652284621292
-0.11637001921818,-0.028523372382291
0.0189388444290807,-0.022575105267666
0.190186262349972,0.25877159306111
-0.193241695110343,0.393216963708914
0.380997985485339,-0.0807313677628794
-0.214820495935283,-0.335823607695678
0.145498463015706,0.175068284648304
-0.17277183140785,0.110417991554649
0.369027249441479,-0.167918214683323
-0.296046115782968,0.0619900697778172
